date,Soil Moisture Resistance (Ohm),Ambient Temperature (deg. C),Atmospheric Humidity (%),DC Water pump Status
31-03-2023 12:00,494,25,57,0
31-03-2023 12:15,494,25,37,0
31-03-2023 12:30,476,26,26,0
31-03-2023 12:45,494,32.1,46,0
31-03-2023 13:00,494,26,34,0
31-03-2023 13:15,494,33.4,63,0
31-03-2023 13:30,494,30.6,59,0
31-03-2023 13:45,494,32.7,36,0
31-03-2023 14:00,494,30.6,69,0
31-03-2023 14:15,494,32.1,65,0
31-03-2023 14:30,493,30.5,47,0
31-03-2023 14:45,493,32.3,41,0
31-03-2023 15:00,494,31.4,44,0
31-03-2023 15:15,494,30.7,67,0
31-03-2023 15:30,476,32.8,27,0
31-03-2023 15:45,476,32.1,23,0
31-03-2023 16:00,493,32.7,42,0
31-03-2023 16:15,493,30.7,26,0
31-03-2023 16:30,475,32.1,52,0
31-03-2023 16:45,490,26,53,0
31-03-2023 17:00,490,32.7,47,0
31-03-2023 17:15,489,32.3,35,0
31-03-2023 17:30,490,31.9,31,0
31-03-2023 17:45,490,30.6,22,0
31-03-2023 18:00,474,32,20,0
31-03-2023 18:15,489,30.1,48,0
31-03-2023 18:30,489,32.9,52,0
31-03-2023 18:45,489,32.9,25,0
31-03-2023 19:00,474,33.3,43,0
31-03-2023 19:15,489,30.5,34,0
31-03-2023 19:30,474,33.4,57,0
31-03-2023 19:45,489,30.5,43,0
31-03-2023 20:00,473,32.8,36,0
31-03-2023 20:15,473,32.3,56,0
31-03-2023 20:30,473,31.9,23,0
31-03-2023 20:45,488,30.6,47,0
31-03-2023 21:00,488,30.5,59,0
31-03-2023 21:15,472,26,55,0
31-03-2023 21:30,488,27,35,0
31-03-2023 21:45,488,30.6,70,0
31-03-2023 22:00,472,32.8,25,0
31-03-2023 22:15,488,32.3,62,0
31-03-2023 22:30,487,30.1,20,0
31-03-2023 22:45,487,33.4,62,0
31-03-2023 23:00,471,32.1,35,0
31-03-2023 23:15,487,30.9,66,0
31-03-2023 23:30,487,30.1,34,0
31-03-2023 23:45,488,32,57,0
01-04-2023 00:00,488,32.1,22,0
01-04-2023 00:15,487,32.6,50,0
01-04-2023 00:30,487,32.8,38,0
01-04-2023 00:45,487,27,38,0
01-04-2023 01:00,471,31.5,68,0
01-04-2023 01:15,487,33.4,52,0
01-04-2023 01:30,487,32.8,33,0
01-04-2023 01:45,471,25,24,0
01-04-2023 02:00,470,26,50,0
01-04-2023 02:15,470,32.8,27,0
01-04-2023 02:30,471,32.7,66,0
01-04-2023 02:45,470,30.6,58,0
01-04-2023 03:00,471,30.5,27,0
01-04-2023 03:15,487,30.6,68,0
01-04-2023 03:30,470,31.1,37,0
01-04-2023 03:45,470,32.7,36,0
01-04-2023 04:00,487,33.4,67,0
01-04-2023 04:15,487,32.1,59,0
01-04-2023 04:30,487,30.6,33,0
01-04-2023 04:45,487,32.7,20,0
01-04-2023 05:00,470,33.4,67,0
01-04-2023 05:15,486,25,69,0
01-04-2023 05:30,486,26,47,0
01-04-2023 05:45,487,33.3,45,0
01-04-2023 06:00,470,31.6,62,0
01-04-2023 06:15,486,33.3,42,0
01-04-2023 06:30,487,26,37,0
01-04-2023 06:45,470,31.2,62,0
01-04-2023 07:00,486,30.6,56,0
01-04-2023 07:15,470,32.7,51,0
01-04-2023 07:30,486,32.8,66,0
01-04-2023 07:45,470,30.5,62,0
01-04-2023 08:00,486,32.1,25,0
01-04-2023 08:15,486,32.3,64,0
01-04-2023 08:30,486,33.4,60,0
01-04-2023 08:45,469,25,58,0
01-04-2023 09:00,486,31.5,50,0
01-04-2023 09:15,470,32.8,58,0
01-04-2023 09:30,486,32.2,23,0
01-04-2023 09:45,486,30.6,40,0
01-04-2023 10:00,486,30.3,43,0
01-04-2023 10:15,486,30.2,48,0
01-04-2023 10:30,469,31.3,24,0
01-04-2023 10:45,469,33.3,39,0
01-04-2023 11:00,485,32.9,36,0
01-04-2023 11:15,486,30.5,61,0
01-04-2023 11:30,468,32.9,29,0
01-04-2023 11:45,469,31.3,55,0
01-04-2023 12:00,485,33.4,60,0
01-04-2023 12:15,468,31.3,40,0
01-04-2023 12:30,469,30.3,33,0
01-04-2023 12:45,469,32.8,41,0
01-04-2023 13:00,468,31.9,54,0
01-04-2023 13:15,485,33.4,41,0
01-04-2023 13:30,484,27,70,0
01-04-2023 13:45,466,33.4,49,0
01-04-2023 14:00,466,25,56,0
01-04-2023 14:15,484,30.6,23,0
01-04-2023 14:30,484,32.9,61,0
01-04-2023 14:45,466,32.8,68,0
01-04-2023 15:00,468,30.8,48,0
01-04-2023 15:15,484,32.5,53,0
01-04-2023 15:30,484,32.7,27,0
01-04-2023 15:45,468,32,67,0
01-04-2023 16:00,485,33.4,28,0
01-04-2023 16:15,484,33.4,45,0
01-04-2023 16:30,468,30.1,25,0
01-04-2023 16:45,466,30.6,40,0
01-04-2023 17:00,484,30.6,36,0
01-04-2023 17:15,466,32.8,58,0
01-04-2023 17:30,484,32.1,67,0
01-04-2023 17:45,484,32.8,22,0
01-04-2023 18:00,468,26,23,0
01-04-2023 18:15,466,32.7,20,0
01-04-2023 18:30,466,30.5,68,0
01-04-2023 18:45,466,26,57,0
01-04-2023 19:00,466,32.7,51,0
01-04-2023 19:15,466,30.5,24,0
01-04-2023 19:30,484,32.1,39,0
01-04-2023 19:45,466,32.1,47,0
01-04-2023 20:00,468,30.6,65,0
01-04-2023 20:15,466,32.9,45,0
01-04-2023 20:30,468,30.5,61,0
01-04-2023 20:45,484,30.2,24,0
01-04-2023 21:00,466,32.1,69,0
01-04-2023 21:15,466,33.3,21,0
01-04-2023 21:30,468,30.6,50,0
01-04-2023 21:45,468,33.1,56,0
01-04-2023 22:00,468,32.8,54,0
01-04-2023 22:15,484,31.3,20,0
01-04-2023 22:30,466,33.4,56,0
01-04-2023 22:45,466,32.4,67,0
01-04-2023 23:00,466,30.1,58,0
01-04-2023 23:15,466,25,28,0
01-04-2023 23:30,466,30.1,65,0
01-04-2023 23:45,484,25,32,0
02-04-2023 00:00,466,30.3,69,0
02-04-2023 00:15,466,33.4,68,0
02-04-2023 00:30,465,32.8,42,0
02-04-2023 00:45,465,32.8,56,0
02-04-2023 01:00,465,32.2,49,0
02-04-2023 01:15,466,32.7,57,0
02-04-2023 01:30,466,32.7,21,0
02-04-2023 01:45,465,30.2,50,0
02-04-2023 02:00,466,31.3,60,0
02-04-2023 02:15,483,32.8,30,0
02-04-2023 02:30,466,31.3,22,0
02-04-2023 02:45,465,30.1,48,0
02-04-2023 03:00,483,32.8,49,0
02-04-2023 03:15,466,30.5,49,0
02-04-2023 03:30,466,26,29,0
02-04-2023 03:45,483,33.4,65,0
02-04-2023 04:00,466,32.7,26,0
02-04-2023 04:15,465,25,53,0
02-04-2023 04:30,466,33.4,23,0
02-04-2023 04:45,465,33.3,30,0
02-04-2023 05:00,465,32.1,66,0
02-04-2023 05:15,465,31.9,49,0
02-04-2023 05:30,483,30.2,29,0
02-04-2023 05:45,466,25,29,0
02-04-2023 06:00,465,32.8,44,0
02-04-2023 06:15,483,32.7,22,0
02-04-2023 06:30,465,32.1,69,0
02-04-2023 06:45,465,32.8,33,0
02-04-2023 07:00,482,33.4,29,0
02-04-2023 07:15,465,32.3,67,0
02-04-2023 07:30,465,32.9,50,0
02-04-2023 07:45,465,30.5,37,0
02-04-2023 08:00,465,25,70,0
02-04-2023 08:15,465,30.6,25,0
02-04-2023 08:30,465,27,32,0
02-04-2023 08:45,466,26,38,0
02-04-2023 09:00,482,30.1,61,0
02-04-2023 09:15,466,25,55,0
02-04-2023 09:30,465,25,69,0
02-04-2023 09:45,466,30.5,69,0
02-04-2023 10:00,482,32.7,35,0
02-04-2023 10:15,466,30.6,44,0
02-04-2023 10:30,482,27,28,0
02-04-2023 10:45,466,32.2,70,0
02-04-2023 11:00,466,30.6,24,0
02-04-2023 11:15,466,25,67,0
02-04-2023 11:30,482,33.4,67,0
02-04-2023 11:45,466,27,67,0
02-04-2023 12:00,466,30.5,55,0
02-04-2023 12:15,466,32.9,67,0
02-04-2023 12:30,482,25,21,0
02-04-2023 12:45,466,30.1,26,0
02-04-2023 13:00,466,30.6,60,0
02-04-2023 13:15,483,26,61,0
02-04-2023 13:30,482,33.4,68,0
02-04-2023 13:45,466,32.7,42,0
02-04-2023 14:00,466,31.3,46,0
02-04-2023 14:15,466,33.4,51,0
02-04-2023 14:30,483,25,68,0
02-04-2023 14:45,466,31.3,69,0
02-04-2023 15:00,466,30.3,44,0
02-04-2023 15:15,466,32.1,21,0
02-04-2023 15:30,483,31.9,59,0
02-04-2023 15:45,483,30.3,28,0
02-04-2023 16:00,466,32.8,28,0
02-04-2023 16:15,482,25,35,0
02-04-2023 16:30,482,30.1,60,0
02-04-2023 16:45,482,30.6,25,0
02-04-2023 17:00,483,33.4,58,0
02-04-2023 17:15,482,30.6,34,0
02-04-2023 17:30,465,32.8,47,0
02-04-2023 17:45,465,30.6,27,0
02-04-2023 18:00,482,33.3,59,0
02-04-2023 18:15,465,32.8,60,0
02-04-2023 18:30,482,30.5,20,0
02-04-2023 18:45,465,25,67,0
02-04-2023 19:00,481,33.4,41,0
02-04-2023 19:15,465,32.7,43,0
02-04-2023 19:30,481,30,41,0
02-04-2023 19:45,466,32.8,62,0
02-04-2023 20:00,481,30.3,30,0
02-04-2023 20:15,482,33.4,63,0
02-04-2023 20:30,481,33.4,61,0
02-04-2023 20:45,465,33.4,27,0
02-04-2023 21:00,465,32.8,45,0
02-04-2023 21:15,465,32.1,39,0
02-04-2023 21:30,465,30.5,37,0
02-04-2023 21:45,465,32.7,63,0
02-04-2023 22:00,465,32.9,65,0
02-04-2023 22:15,465,26,42,0
02-04-2023 22:30,466,32.8,26,0
02-04-2023 22:45,465,32.8,50,0
02-04-2023 23:00,465,30.1,20,0
02-04-2023 23:15,481,32.7,49,0
02-04-2023 23:30,481,30.2,47,0
02-04-2023 23:45,465,32.7,41,0
03-04-2023 00:00,481,32.2,61,0
03-04-2023 00:15,481,33.3,48,0
03-04-2023 00:30,481,31.4,54,0
03-04-2023 00:45,462,33.4,52,0
03-04-2023 01:00,495,32.8,22,0
03-04-2023 01:15,496,25,49,0
03-04-2023 01:30,496,30.5,51,0
03-04-2023 01:45,496,30.3,35,0
03-04-2023 02:00,480,32.1,57,0
03-04-2023 02:15,496,32.8,22,0
03-04-2023 02:30,496,26,62,0
03-04-2023 02:45,496,30.6,70,0
03-04-2023 03:00,496,33.4,54,0
03-04-2023 03:15,497,27,68,0
03-04-2023 03:30,496,32.8,69,0
03-04-2023 03:45,497,32.9,52,0
03-04-2023 04:00,497,29,40,0
03-04-2023 04:15,497,30,49,0
03-04-2023 04:30,497,32.2,67,0
03-04-2023 04:45,497,32.2,54,0
03-04-2023 05:00,481,33.4,46,0
03-04-2023 05:15,497,27,46,0
03-04-2023 05:30,497,32.1,38,0
03-04-2023 05:45,481,32.7,40,0
03-04-2023 06:00,497,30.6,34,0
03-04-2023 06:15,497,27,64,0
03-04-2023 06:30,497,30.6,41,0
03-04-2023 06:45,481,32.8,55,0
03-04-2023 07:00,497,31.9,29,0
03-04-2023 07:15,497,32.9,21,0
03-04-2023 07:30,481,32.4,70,0
03-04-2023 07:45,497,32.8,63,0
03-04-2023 08:00,497,31.4,33,0
03-04-2023 08:15,480,25,29,0
03-04-2023 08:30,497,32.6,67,0
03-04-2023 08:45,497,30.5,57,0
03-04-2023 09:00,480,32.9,37,0
03-04-2023 09:15,497,32.7,59,0
03-04-2023 09:30,497,30.6,21,0
03-04-2023 09:45,497,33.4,20,0
03-04-2023 10:00,480,32.7,35,0
03-04-2023 10:15,497,32.3,70,0
03-04-2023 10:30,497,32.8,62,0
03-04-2023 10:45,497,27,61,0
03-04-2023 11:00,497,32.9,27,0
03-04-2023 11:15,497,30.4,43,0
03-04-2023 11:30,498,32.1,54,0
03-04-2023 11:45,497,32.8,60,0
03-04-2023 12:00,497,32.7,24,0
03-04-2023 12:15,481,32.1,30,0
03-04-2023 12:30,498,32.8,32,0
03-04-2023 12:45,498,30.8,26,0
03-04-2023 13:00,481,33.4,20,0
03-04-2023 13:15,498,32.7,37,0
03-04-2023 13:30,498,30.2,70,0
03-04-2023 13:45,497,32.4,60,0
03-04-2023 14:00,480,32.7,60,0
03-04-2023 14:15,480,32.4,59,0
03-04-2023 14:30,480,33.4,63,0
03-04-2023 14:45,480,30.6,50,0
03-04-2023 15:00,497,30.6,57,0
03-04-2023 15:15,497,32.7,20,0
03-04-2023 15:30,497,32.8,37,0
03-04-2023 15:45,497,25,36,0
03-04-2023 16:00,497,30.6,43,0
03-04-2023 16:15,497,32.7,29,0
03-04-2023 16:30,481,32.3,35,0
03-04-2023 16:45,497,32.8,23,0
03-04-2023 17:00,497,33.4,43,0
03-04-2023 17:15,497,33.4,34,0
03-04-2023 17:30,497,32.1,58,0
03-04-2023 17:45,497,33.3,42,0
03-04-2023 18:00,497,30.1,47,0
03-04-2023 18:15,497,33.4,23,0
03-04-2023 18:30,497,32.7,57,0
03-04-2023 18:45,497,32.1,30,0
03-04-2023 19:00,481,32.2,55,0
03-04-2023 19:15,497,33.4,33,0
03-04-2023 19:30,497,32.2,65,0
03-04-2023 19:45,481,31.3,55,0
03-04-2023 20:00,498,32.9,52,0
03-04-2023 20:15,497,32.8,48,0
03-04-2023 20:30,497,33.4,42,0
03-04-2023 20:45,498,32.8,58,0
03-04-2023 21:00,497,30.9,21,0
03-04-2023 21:15,481,33.4,36,0
03-04-2023 21:30,497,30.6,33,0
03-04-2023 21:45,497,30.6,63,0
03-04-2023 22:00,481,30.5,29,0
03-04-2023 22:15,497,30.5,53,0
03-04-2023 22:30,481,30.4,68,0
03-04-2023 22:45,497,33.4,26,0
03-04-2023 23:00,481,25,24,0
03-04-2023 23:15,497,33.4,56,0
03-04-2023 23:30,498,30.3,48,0
03-04-2023 23:45,498,26,30,0
04-04-2023 00:00,497,30.6,31,0
04-04-2023 00:15,498,32.2,68,0
04-04-2023 00:30,498,32.7,57,0
04-04-2023 00:45,497,30.9,23,0
04-04-2023 01:00,498,32.2,48,0
04-04-2023 01:15,481,30.6,21,0
04-04-2023 01:30,481,31.2,39,0
04-04-2023 01:45,481,30.6,51,0
04-04-2023 02:00,481,25,56,0
04-04-2023 02:15,481,32.3,65,0
04-04-2023 02:30,481,32.7,38,0
04-04-2023 02:45,498,30,45,0
04-04-2023 03:00,481,32.2,36,0
04-04-2023 03:15,498,32.1,48,0
04-04-2023 03:30,498,31.2,55,0
04-04-2023 03:45,498,30.6,39,0
04-04-2023 04:00,498,32.8,30,0
04-04-2023 04:15,498,31.8,61,0
04-04-2023 04:30,497,32.1,55,0
04-04-2023 04:45,498,31.5,43,0
04-04-2023 05:00,498,31.7,54,0
04-04-2023 05:15,498,32.8,55,0
04-04-2023 05:30,497,32.4,53,0
04-04-2023 05:45,497,25,55,0
04-04-2023 06:00,497,32.9,30,0
04-04-2023 06:15,498,32.9,37,0
04-04-2023 06:30,498,32.3,23,0
04-04-2023 06:45,498,30.7,70,0
04-04-2023 07:00,498,31.6,39,0
04-04-2023 07:15,498,32.7,51,0
04-04-2023 07:30,498,32.5,62,0
04-04-2023 07:45,482,32.8,29,0
04-04-2023 08:00,481,27,27,0
04-04-2023 08:15,481,30.1,41,0
04-04-2023 08:30,497,31.4,68,0
04-04-2023 08:45,497,30.5,26,0
04-04-2023 09:00,482,30.3,37,0
04-04-2023 09:15,498,32.1,26,0
04-04-2023 09:30,498,30.1,66,0
04-04-2023 09:45,498,30.1,26,0
04-04-2023 10:00,499,32.7,50,0
04-04-2023 10:15,498,32.5,48,0
04-04-2023 10:30,498,27,68,0
04-04-2023 10:45,498,30.7,49,0
04-04-2023 11:00,498,33.4,52,0
04-04-2023 11:15,498,26,32,0
04-04-2023 11:30,499,30.1,32,0
04-04-2023 11:45,498,25,55,0
04-04-2023 12:00,498,33.4,56,0
04-04-2023 12:15,498,32.6,24,0
04-04-2023 12:30,497,30.1,65,0
04-04-2023 12:45,482,33.4,31,0
04-04-2023 13:00,481,30.9,28,0
04-04-2023 13:15,498,30.8,52,0
04-04-2023 13:30,498,32.8,39,0
04-04-2023 13:45,498,33.4,27,0
04-04-2023 14:00,498,31.9,53,0
04-04-2023 14:15,482,25,63,0
04-04-2023 14:30,498,32.7,50,0
04-04-2023 14:45,498,32.8,22,0
04-04-2023 15:00,498,25,39,0
04-04-2023 15:15,499,30,33,0
04-04-2023 15:30,498,33.4,24,0
04-04-2023 15:45,498,27,31,0
04-04-2023 16:00,498,32.8,51,0
04-04-2023 16:15,498,32.6,56,0
04-04-2023 16:30,499,33.4,33,0
04-04-2023 16:45,499,31.4,26,0
04-04-2023 17:00,498,30.5,60,0
04-04-2023 17:15,498,33.4,56,0
04-04-2023 17:30,498,32.2,23,0
04-04-2023 17:45,498,32.8,68,0
04-04-2023 18:00,483,30.1,53,0
04-04-2023 18:15,483,30.6,51,0
04-04-2023 18:30,499,33.4,48,0
04-04-2023 18:45,499,25,37,0
04-04-2023 19:00,482,26,46,0
04-04-2023 19:15,498,30.6,61,0
04-04-2023 19:30,483,30.2,41,0
04-04-2023 19:45,499,32.8,47,0
04-04-2023 20:00,498,30.3,30,0
04-04-2023 20:15,499,30.6,21,0
04-04-2023 20:30,499,30.5,50,0
04-04-2023 20:45,498,30.1,42,0
04-04-2023 21:00,499,33.4,57,0
04-04-2023 21:15,499,32.1,39,0
04-04-2023 21:30,499,33.3,51,0
04-04-2023 21:45,499,32.9,61,0
04-04-2023 22:00,498,31.4,26,0
04-04-2023 22:15,498,30.5,38,0
04-04-2023 22:30,498,26,47,0
04-04-2023 22:45,497,33.4,29,0
04-04-2023 23:00,476,26,20,0
04-04-2023 23:15,476,30.2,66,0
04-04-2023 23:30,498,32.7,65,0
04-04-2023 23:45,499,30.4,56,0
05-04-2023 00:00,499,32.7,45,0
05-04-2023 00:15,498,31.5,43,0
05-04-2023 00:30,480,30.2,43,0
05-04-2023 00:45,481,25,61,0
05-04-2023 01:00,481,30.5,39,0
05-04-2023 01:15,499,32.4,21,0
05-04-2023 01:30,499,25,57,0
05-04-2023 01:45,499,32.7,49,0
05-04-2023 02:00,499,30.6,38,0
05-04-2023 02:15,499,30.6,70,0
05-04-2023 02:30,500,30.6,22,1
05-04-2023 02:45,500,32.5,35,1
05-04-2023 03:00,483,25,21,0
05-04-2023 03:15,500,30.5,38,1
05-04-2023 03:30,500,30.6,48,1
05-04-2023 03:45,483,32.9,26,0
05-04-2023 04:00,497,30.6,59,0
05-04-2023 04:15,498,33.3,41,0
05-04-2023 04:30,478,30.6,21,0
05-04-2023 04:45,500,33.4,26,1
05-04-2023 05:00,483,25,70,0
05-04-2023 05:15,500,30.5,51,1
05-04-2023 05:30,500,30.6,38,1
05-04-2023 05:45,500,31.3,30,1
05-04-2023 06:00,500,30.2,69,1
05-04-2023 06:15,483,31.5,59,0
05-04-2023 06:30,501,26,36,1
05-04-2023 06:45,500,30.7,39,1
05-04-2023 07:00,500,32.2,32,1
05-04-2023 07:15,483,30.2,69,0
05-04-2023 07:30,500,32.9,35,1
05-04-2023 07:45,500,32.8,55,1
05-04-2023 08:00,501,32.9,58,1
05-04-2023 08:15,476,26,49,0
05-04-2023 08:30,476,33.4,62,0
05-04-2023 08:45,476,32.1,45,0
05-04-2023 09:00,477,32.1,46,0
05-04-2023 09:15,499,32.9,60,0
05-04-2023 09:30,499,32.7,40,0
05-04-2023 09:45,499,33.4,25,0
05-04-2023 10:00,502,26,30,1
05-04-2023 10:15,502,32.2,56,1
05-04-2023 10:30,502,25,57,1
05-04-2023 10:45,486,30.1,39,0
05-04-2023 11:00,502,30.6,67,1
05-04-2023 11:15,502,33.3,34,1
05-04-2023 11:30,502,33.4,50,1
05-04-2023 11:45,502,30.2,45,1
05-04-2023 12:00,502,32.9,36,1
05-04-2023 12:15,486,33.4,45,0
05-04-2023 12:30,502,26,26,1
05-04-2023 12:45,486,30.3,24,0
05-04-2023 13:00,504,32.6,69,1
05-04-2023 13:15,502,25,30,1
05-04-2023 13:30,486,32.7,23,0
05-04-2023 13:45,502,32.2,35,1
05-04-2023 14:00,502,33.4,24,1
05-04-2023 14:15,502,26,24,1
05-04-2023 14:30,504,30.6,46,1
05-04-2023 14:45,504,32.4,46,1
05-04-2023 15:00,504,30.5,21,1
05-04-2023 15:15,504,32.8,38,1
05-04-2023 15:30,504,33.4,62,1
05-04-2023 15:45,505,32.9,62,1
05-04-2023 16:00,487,33.3,39,0
05-04-2023 16:15,505,26,45,1
05-04-2023 16:30,504,25,23,1
05-04-2023 16:45,487,32.3,35,0
05-04-2023 17:00,505,33.3,66,1
05-04-2023 17:15,505,33.4,63,1
05-04-2023 17:30,505,30.2,22,1
05-04-2023 17:45,505,32.6,64,1
05-04-2023 18:00,506,30.4,23,1
05-04-2023 18:15,506,32.8,56,1
05-04-2023 18:30,506,26,47,1
05-04-2023 18:45,506,32.7,49,1
05-04-2023 19:00,506,25,52,1
05-04-2023 19:15,505,32.1,63,1
05-04-2023 19:30,506,30.6,41,1
05-04-2023 19:45,506,31.6,39,1
05-04-2023 20:00,489,32.8,68,0
05-04-2023 20:15,507,31.6,33,1
05-04-2023 20:30,506,32.7,40,1
05-04-2023 20:45,507,27,62,1
05-04-2023 21:00,507,31.2,20,1
05-04-2023 21:15,506,30.2,31,1
05-04-2023 21:30,489,32.8,45,0
05-04-2023 21:45,507,32.1,52,1
05-04-2023 22:00,506,32.7,66,1
05-04-2023 22:15,507,25,40,1
05-04-2023 22:30,507,30.6,65,1
05-04-2023 22:45,507,32.1,54,1
05-04-2023 23:00,507,27,50,1
05-04-2023 23:15,507,32.5,41,1
05-04-2023 23:30,490,32.8,20,0
05-04-2023 23:45,490,32.1,23,0
06-04-2023 00:00,490,31.3,33,0
06-04-2023 00:15,507,30.5,41,1
06-04-2023 00:30,508,32.1,37,1
06-04-2023 00:45,507,30.6,60,1
06-04-2023 01:00,507,33.4,59,1
06-04-2023 01:15,507,30.7,35,1
06-04-2023 01:30,508,33.4,50,1
06-04-2023 01:45,508,33.4,32,1
06-04-2023 02:00,508,30.6,66,1
06-04-2023 02:15,508,32.1,38,1
06-04-2023 02:30,507,31.3,35,1
06-04-2023 02:45,507,30.3,33,1
06-04-2023 03:00,507,31.5,59,1
06-04-2023 03:15,508,30.2,67,1
06-04-2023 03:30,508,31.2,34,1
06-04-2023 03:45,508,25,69,1
06-04-2023 04:00,490,30.1,42,0
06-04-2023 04:15,508,26,69,1
06-04-2023 04:30,508,32.8,58,1
06-04-2023 04:45,508,26,61,1
06-04-2023 05:00,508,32.9,40,1
06-04-2023 05:15,508,27,36,1
06-04-2023 05:30,509,32.4,37,1
06-04-2023 05:45,509,30.2,69,1
06-04-2023 06:00,509,32.7,24,1
06-04-2023 06:15,495,32.4,66,0
06-04-2023 06:30,494,30.2,45,0
06-04-2023 06:45,509,30.3,30,1
06-04-2023 07:00,509,32.7,53,1
06-04-2023 07:15,494,33.4,58,0
06-04-2023 07:30,494,32.8,67,0
06-04-2023 07:45,494,26,42,0
06-04-2023 08:00,495,30.6,22,0
06-04-2023 08:15,495,33.4,40,0
06-04-2023 08:30,495,31.5,63,0
06-04-2023 08:45,495,32.1,48,0
06-04-2023 09:00,511,32.8,47,1
06-04-2023 09:15,510,33.4,61,1
06-04-2023 09:30,511,32.8,67,1
06-04-2023 09:45,511,32.2,50,1
06-04-2023 10:00,511,32.2,53,1
06-04-2023 10:15,512,32.7,28,1
06-04-2023 10:30,512,26,30,1
06-04-2023 10:45,512,32.7,21,1
06-04-2023 11:00,512,32.2,52,1
06-04-2023 11:15,512,32.8,23,1
06-04-2023 11:30,513,30.8,58,1
06-04-2023 11:45,513,27,34,1
06-04-2023 12:00,513,32.8,48,1
06-04-2023 12:15,514,31.4,32,1
06-04-2023 12:30,513,32.7,67,1
06-04-2023 12:45,514,26,21,1
06-04-2023 13:00,514,30.5,58,1
06-04-2023 13:15,514,33.4,59,1
06-04-2023 13:30,498,30.6,57,0
06-04-2023 13:45,497,30.3,67,0
06-04-2023 14:00,498,31.9,49,0
06-04-2023 14:15,514,30.6,53,1
06-04-2023 14:30,498,32.8,70,0
06-04-2023 14:45,514,30.6,40,1
06-04-2023 15:00,514,30.2,69,1
06-04-2023 15:15,498,33.3,46,0
06-04-2023 15:30,516,31.9,26,1
06-04-2023 15:45,516,32.8,38,1
06-04-2023 16:00,499,32.7,22,0
06-04-2023 16:15,516,30.5,58,1
06-04-2023 16:30,516,27,28,1
06-04-2023 16:45,516,32.8,40,1
06-04-2023 17:00,516,33.4,38,1
06-04-2023 17:15,516,33.3,22,1
06-04-2023 17:30,516,32.7,48,1
06-04-2023 17:45,516,32.5,23,1
06-04-2023 18:00,516,30.6,59,1
06-04-2023 18:15,500,30.5,32,1
06-04-2023 18:30,517,32.8,69,1
06-04-2023 18:45,500,30.5,35,1
06-04-2023 19:00,500,32.8,55,1
06-04-2023 19:15,500,31.5,41,1
06-04-2023 19:30,517,33.4,68,1
06-04-2023 19:45,517,30.2,52,1
06-04-2023 20:00,500,31.2,47,1
06-04-2023 20:15,501,33.4,46,1
06-04-2023 20:30,501,32.1,35,1
06-04-2023 20:45,501,27,58,1
06-04-2023 21:00,501,30.1,45,1
06-04-2023 21:15,501,32.3,38,1
06-04-2023 21:30,519,25,38,1
06-04-2023 21:45,518,32.6,60,1
06-04-2023 22:00,518,33.4,49,1
06-04-2023 22:15,518,30.3,44,1
06-04-2023 22:30,519,32.8,23,1
06-04-2023 22:45,504,26,59,1
06-04-2023 23:00,520,33.4,58,1
06-04-2023 23:15,521,32.4,54,1
06-04-2023 23:30,521,30.8,54,1
06-04-2023 23:45,499,33.4,68,0
07-04-2023 00:00,492,32.7,29,0
07-04-2023 00:15,492,32.9,44,0
07-04-2023 00:30,508,30.1,30,1
07-04-2023 00:45,493,30.1,35,0
07-04-2023 01:00,494,32.8,32,0
07-04-2023 01:15,494,31.3,41,0
07-04-2023 01:30,511,30.7,70,1
07-04-2023 01:45,496,30.8,50,0
07-04-2023 02:00,512,30.6,25,1
07-04-2023 02:15,496,25,53,0
07-04-2023 02:30,497,33.4,34,0
07-04-2023 02:45,513,31.4,27,1
07-04-2023 03:00,496,32.7,67,0
07-04-2023 03:15,513,32.1,66,1
07-04-2023 03:30,513,32.1,63,1
07-04-2023 03:45,497,30.5,59,0
07-04-2023 04:00,497,32.7,23,0
07-04-2023 04:15,498,32.9,43,0
07-04-2023 04:30,498,32.8,23,0
07-04-2023 04:45,499,32.6,69,0
07-04-2023 05:00,516,25,56,1
07-04-2023 05:15,499,32.9,30,0
07-04-2023 05:30,499,26,70,0
07-04-2023 05:45,500,33.4,23,1
07-04-2023 06:00,499,33.4,29,0
07-04-2023 06:15,500,32.5,28,1
07-04-2023 06:30,501,26,69,1
07-04-2023 06:45,501,33.4,35,1
07-04-2023 07:00,501,32.2,47,1
07-04-2023 07:15,501,25,55,1
07-04-2023 07:30,502,32.8,41,1
07-04-2023 07:45,501,32.9,37,1
07-04-2023 08:00,502,33.4,61,1
07-04-2023 08:15,502,33.4,51,1
07-04-2023 08:30,502,32.1,33,1
07-04-2023 08:45,502,31.4,25,1
07-04-2023 09:00,502,30.5,57,1
07-04-2023 09:15,504,31.6,53,1
07-04-2023 09:30,504,32.9,56,1
07-04-2023 09:45,520,30.6,29,1
07-04-2023 10:00,521,32.2,48,1
07-04-2023 10:15,501,32.7,48,1
07-04-2023 10:30,505,33.4,22,1
07-04-2023 10:45,505,30.5,38,1
07-04-2023 11:00,505,32.7,50,1
07-04-2023 11:15,522,33.4,46,1
07-04-2023 11:30,505,32.7,37,1
07-04-2023 11:45,522,33.4,67,1
07-04-2023 12:00,506,27,44,1
